8.41898,42.1971
6.61792,40.6746
7.03006,37.8233
5.58559,31.8695
2.41444,15.8035
3.9436,26.252
2.98288,20.2862
1.92234,12.0478
0.862659,5.58349
1.87696,16.4766
9.19147,43.0662
3.92861,20.0793
1.3142,8.56394
4.08456,26.167
8.47318,39.2459
1.74153,15.9889
4.26194,31.5993
1.16019,3.60962
3.23003,19.5386
4.36587,27.277
2.65003,20.5562
1.73404,17.4877
8.46552,41.2328
7.00842,41.3712
0.0403146,8.7061
6.74587,36.3651
3.81742,23.4526
5.12129,30.2111
6.12072,31.6307
0.0808177,11.9287
8.35675,38.6803
7.80237,35.8587
5.84799,31.4585
7.97339,41.949
8.83131,44.2913
3.99797,22.7417
8.26594,38.4699
6.02155,27.7073
6.43366,30.0336
8.47571,39.5569
9.0042,46.3891
9.35444,42.2852
0.261899,9.70342
8.56552,44.9778
5.53271,28.5488
8.28519,40.3338
4.69411,27.6022
3.61582,15.0919
6.64082,36.9441
5.48958,26.5859
4.26175,24.9859
7.7753,47.5251
0.730683,5.88831
2.04806,12.7102
5.44646,29.6905
1.05705,6.76106
3.66486,22.6047
8.26968,39.633
7.85017,40.5727
7.50271,36.2858
7.52636,38.6962
6.84092,36.1604
9.97924,48.3641
3.63294,22.2738
1.84803,22.0606
5.82036,33.3444
0.446355,9.87996
5.51177,29.1919
1.38772,18.6441
8.19421,38.2252
3.89322,21.4573
2.76836,13.3029
3.4185,22.4817
4.27939,26.404
8.79932,44.0872
3.2792,27.6033
8.36517,44.5031
9.0538,48.943
8.4074,36.0663
5.17467,28.0877
5.20795,28.2382
4.88782,35.9979
4.82296,26.8497
4.44384,23.8067
4.56612,25.8314
1.27043,12.0107
5.73589,23.491
1.53934,14.1069
7.80718,35.1845
9.44438,50.4279
7.0689,34.6826
4.68151,21.5039
4.71108,26.8303
8.75843,45.6669
4.69115,23.6339
7.98308,35.8195
4.45418,23.179
9.39673,45.4766
3.34219,23.4181
8.1849,45.1198
